400.	-7.051	4.002	-30.85	0.5411	-0.6374	6885.
300.	-13.002	6.196	-48.29	0.1030	-0.0587	8855.
250.	-3.218	8.755	-50.77	0.0569	0.0010	10040.
200.	6.157	9.576	-47.16	0.0045	0.0379	11508.
150.	6.116	10.107	-48.70	0.0032	0.0054	13407.
326.00	53.0	0	0	0	0	0
1000.	8.113	-19.539	7.22	4.9369	-0.0526	-140.
950.	11.093	-28.082	3.89	4.4414	-0.1914	280.
925.	10.703	-28.809	1.89	4.3296	-0.2880	496.
900.	9.347	-27.288	0.48	4.2464	-0.2994	717.
850.	8.780	-27.469	-2.45	3.6924	-0.1331	1174.
800.	7.274	-29.947	-4.55	3.0048	0.0368	1653.
700.	2.716	-25.527	-8.31	2.7968	-0.3328	2697.
600.	2.561	-15.615	-13.22	2.0241	-0.7870	3884.
500.	-5.044	-5.230	-18.83	1.4709	-1.3339	5258.
400.	-10.141	-0.964	-30.63	0.5539	-1.0374	6884.
300.	-11.232	0.062	-47.48	0.1110	-0.3821	8856.
250.	-8.849	9.929	-49.27	0.0467	-0.0732	10045.
200.	4.699	10.675	-46.53	0.0043	0.0485	11519.
150.	4.185	10.959	-49.35	0.0033	-0.0095	13418.
327.00	53.0	0	0	0	0	0
1000.	7.084	-20.672	6.94	5.1367	-0.0495	-180.
950.	9.496	-29.224	3.34	4.8250	-0.0446	239.
925.	10.093	-30.734	1.67	4.6374	-0.0591	455.
900.	10.277	-32.374	0.13	4.3752	-0.1275	675.
850.	4.680	-37.871	-1.84	4.0624	-0.5921	1132.
800.	0.839	-31.033	-2.73	3.6043	-1.3233	1613.
700.	-2.692	-13.245	-5.70	3.6495	-1.9716	2667.
600.	-3.906	-6.569	-10.09	2.8054	-2.0351	3867.
500.	-9.723	-2.357	-18.26	1.5220	-1.9768	5251.
400.	-10.628	-2.513	-30.34	0.5659	-1.4226	6879.
300.	-13.925	2.072	-46.79	0.1240	-0.5124	8855.
250.	-12.990	11.328	-48.22	0.0492	-0.1693	10050.
200.	3.371	11.468	-46.79	0.0049	0.0061	11532.
150.	4.125	12.010	-49.98	0.0034	0.0147	13429.
328.00	53.0	0	0	0	0	0
1000.	7.650	-18.034	8.73	5.7468	-0.0523	-228.
950.	9.673	-25.607	5.86	5.4256	-0.1513	194.
925.	8.065	-27.291	4.22	5.3505	-0.2536	412.
900.	5.534	-26.167	3.53	5.2535	-0.4329	635.
850.	-0.655	-16.686	2.57	5.7442	-0.7190	1098.
800.	-1.821	-4.773	1.06	5.1184	-0.6018	1588.
700.	-2.587	1.194	-3.42	3.8708	-0.7614	2654.
600.	-8.579	0.758	-9.45	2.9003	-1.3459	3860.
500.	-11.337	2.492	-18.37	1.5108	-1.2706	5247.
400.	-14.995	2.022	-30.57	0.5761	-1.2423	6871.
300.	-19.802	8.228	-45.02	0.1593	-0.7052	8851.
250.	-8.588	14.775	-46.31	0.0332	-0.2121	10061.
200.	2.999	12.868	-46.79	0.0051	0.0177	11545.
150.	4.429	13.677	-49.77	0.0033	-0.0220	13441.
329.00	53.0	0	0	0	0	0
1000.	1.507	1.244	13.60	8.2011	-0.0465	-256.
950.	2.412	1.326	10.79	7.0435	-0.0744	174.
925.	2.526	2.674	9.70	6.2167	-0.0849	396.
900.	2.503	4.454	8.48	5.8247	-0.0721	623.
850.	1.762	6.117	5.53	5.7361	-0.2115	1094.
800.	-0.407	5.014	2.16	5.3403	-0.6659	1587.
700.	-6.035	4.669	-3.08	4.3094	-1.7783	2656.
600.	-8.408	8.261	-9.39	2.9500	-1.8664	3864.
500.	-10.846	9.877	-18.58	1.4902	-1.3807	5249.
400.	-15.503	14.940	-29.92	0.5612	-0.8560	6877.
300.	-18.527	18.898	-44.40	0.1412	-0.3906	8865.
250.	-7.015	17.611	-46.01	0.0186	-0.1131	10078.
200.	2.592	15.732	-46.77	0.0049	-0.0501	11559.
150.	4.041	15.441	-50.39	0.0035	0.0007	13453.
330.00	53.0	0	0	0	0	0
1000.	-6.706	5.082	14.60	8.1739	-0.0761	-260.
950.	-9.019	8.182	11.88	8.2487	-0.2729	171.
925.	-8.677	9.627	10.35	8.1498	-0.5446	394.
900.	-8.008	9.773	8.94	7.9207	-0.7770	622.
850.	-7.318	9.293	6.38	6.8612	-1.1366	1094.
800.	-7.456	10.924	3.89	6.0525	-1.2219	1590.
700.	-6.479	13.839	-2.00	3.6827	-0.8073	2665.
600.	-6.455	16.450	-9.06	2.9331	-0.5507	3876.
500.	-8.617	19.497	-17.42	1.7277	-0.4631	5266.
400.	-9.241	20.649	-28.96	0.6285	-0.2783	6902.
300.	-9.576	22.987	-44.30	0.0654	-0.2375	8895.
250.	-7.480	19.675	-48.60	0.0197	-0.0712	10101.
200.	1.370	17.108	-47.05	0.0043	0.0276	11574.
150.	5.260	17.291	-50.66	0.0038	-0.0324	13467.
331.00	53.0	0	0	0	0	0
1000.	-10.353	12.363	14.98	8.3226	-0.0675	-246.
950.	-12.990	18.713	12.10	8.3701	-0.1609	185.
925.	-11.839	21.785	10.58	8.2928	-0.2333	409.
900.	-9.811	22.491	9.35	7.5256	-0.1760	637.
850.	-7.879	21.000	6.55	5.6608	0.0920	1110.
800.	-6.851	18.994	3.78	5.6481	0.0580	1606.
700.	-6.701	17.560	-2.03	3.6144	0.0124	2679.
600.	-6.274	22.201	-7.85	2.5710	-0.1159	3894.
500.	-5.691	19.614	-16.93	1.2022	-0.4924	5288.
400.	-4.346	20.237	-28.99	0.5782	-0.2093	6925.
300.	-4.474	21.667	-43.66	0.1214	0.0155	8919.
250.	-4.898	21.394	-49.62	0.0194	-0.0357	10126.
200.	1.355	18.048	-48.01	0.0050	-0.0379	11593.
150.	5.893	18.687	-50.62	0.0038	0.0504	13480.
332.00	53.0	0	0	0	0	0
1000.	-7.194	14.087	14.58	8.2611	-0.0584	-219.
950.	-9.212	20.969	11.79	8.2051	-0.1059	212.
925.	-8.718	23.787	10.00	8.0792	-0.1740	435.
900.	-7.438	25.036	8.21	7.6327	-0.2701	663.
850.	-5.980	24.330	5.23	6.4089	-0.4452	1133.
800.	-6.148	21.902	2.69	5.8107	-0.3690	1627.
700.	-6.896	23.850	-1.34	4.2641	0.0265	2701.
600.	-5.052	24.180	-8.14	2.5269	-0.0208	3916.
500.	-4.712	19.831	-16.83	0.1134	-0.2176	5309.
400.	-1.942	21.625	-28.90	0.0614	-0.0208	6942.
300.	-4.498	20.534	-43.03	0.0265	-0.0428	8941.
250.	-4.068	23.058	-49.17	0.0186	-0.0685	10151.
200.	0.651	21.013	-48.94	0.0073	0.0184	11611.
150.	6.352	19.391	-50.95	0.0037	0.0221	13495.
333.00	53.0	0	0	0	0	0
1000.	-7.663	16.168	15.26	8.3179	-0.0814	-194.
950.	-9.794	24.904	12.33	8.0973	-0.1062	238.
925.	-8.927	28.156	10.69	7.8184	-0.0809	462.
900.	-7.480	29.823	8.67	7.5251	-0.0014	690.
850.	-5.290	29.336	4.76	6.2876	0.1028	1160.
800.	-6.530	29.049	2.43	5.3518	-0.1252	1653.
700.	-6.147	29.026	-1.12	3.9201	0.2545	2730.
600.	-5.905	29.294	-8.82	1.8441	0.0127	3943.
500.	-6.131	25.810	-17.60	0.0463	-0.2178	5332.
400.	-5.182	29.487	-28.86	0.0331	0.0756	6965.
300.	-6.478	25.665	-42.32	0.0240	-0.0203	8964.
250.	-5.363	25.523	-49.20	0.0192	-0.1303	10177.
200.	1.924	23.228	-50.28	0.0082	-0.0074	11632.
150.	6.198	19.007	-51.30	0.0037	0.0374	13509.
322.00	54.0	0	0	0	0	0
1000.	5.886	-11.052	5.93	3.8444	-0.0195	-42.
950.	6.867	-13.420	2.40	3.4508	0.0155	375.
925.	6.685	-13.711	0.34	3.3955	0.0359	590.
900.	6.345	-13.396	-1.72	3.3061	0.0594	809.
850.	5.636	-12.332	-5.41	2.5253	0.1213	1262.
800.	6.489	-12.719	-6.44	0.6083	0.2589	1736.
700.	7.908	-10.134	-11.67	0.9204	0.2442	2772.
600.	7.052	-6.633	-19.68	0.3697	0.1426	3936.
500.	10.876	0.852	-26.74	0.2684	0.2003	5269.
400.	-0.133	16.860	-34.62	0.2145	0.0754	6847.
300.	-10.812	25.823	-47.53	0.1134	0.0108	8809.
250.	-0.771	22.462	-51.90	0.0293	0.0050	9997.
200.	7.598	7.643	-46.49	0.0055	0.0591	11465.
150.	6.902	4.580	-48.28	0.0031	0.0013	13370.
323.00	54.0	0	0	0	0	0
1000.	5.450	-12.775	6.45	3.5843	-0.0348	-58.
950.	6.679	-16.363	2.97	3.2403	-0.0008	361.
925.	6.849	-16.762	0.86	3.2360	0.0361	576.
900.	6.683	-16.968	-1.22	3.2300	0.0734	796.
850.	5.855	-16.188	-4.67	2.6670	0.1347	1249.
800.	5.723	-16.351	-6.30	0.8793	0.0475	1724.
700.	6.566	-12.857	-10.63	0.5083	-0.0235	2762.
600.	5.985	-10.423	-18.82	0.3131	0.0429	3930.
500.	9.489	-1.728	-25.71	0.3539	0.1651	5272.
400.	-6.286	14.397	-32.55	0.4479	-0.3952	6863.
300.	-11.363	20.138	-47.61	0.1045	-0.0761	8829.
250.	-3.722	20.128	-53.91	0.0505	0.0546	10014.
200.	6.732	9.458	-46.89	0.0047	0.0209	11477.
150.	6.357	6.590	-48.36	0.0031	0.0310	13378.
324.00	54.0	0	0	0	0	0
1000.	4.816	-15.198	6.66	3.9968	-0.0484	-76.
950.	6.127	-20.146	3.22	3.5459	-0.0183	343.
925.	6.081	-20.674	1.15	3.4816	0.0063	559.
900.	6.069	-20.647	-0.90	3.3368	0.0458	779.
850.	5.440	-18.732	-4.55	2.4717	0.1215	1232.
800.	3.526	-19.680	-5.93	0.7437	0.2040	1708.
700.	6.337	-18.849	-10.30	0.4471	0.1107	2748.
600.	6.510	-13.446	-17.06	0.5279	0.1938	3918.
500.	6.548	-3.681	-24.09	0.4575	0.1173	5270.
400.	-10.907	12.278	-31.48	0.5081	-0.4455	6875.
300.	-10.826	16.917	-47.73	0.1103	-0.1810	8845.
250.	-5.574	17.996	-52.85	0.0630	0.0251	10029.
200.	5.801	11.293	-47.51	0.0046	0.0747	11488.
150.	5.391	8.478	-48.59	0.0032	0.0050	13387.
325.00	54.0	0	0	0	0	0
1000.	5.112	-16.162	6.58	4.4662	-0.0713	-99.
950.	6.627	-22.271	3.20	3.9913	0.0489	319.
925.	6.757	-23.521	1.00	3.8785	0.1631	535.
900.	6.178	-24.956	-1.12	3.6043	0.2463	755.
850.	3.810	-23.613	-3.96	1.6258	0.2880	1208.
800.	2.460	-22.623	-4.99	1.1032	0.3350	1686.
700.	5.061	-23.826	-9.65	0.7776	0.7704	2727.
600.	2.408	-13.290	-14.63	1.3565	0.1874	3906.
500.	-1.479	-3.585	-21.64	1.0660	-0.5064	5267.
400.	-12.268	10.561	-31.02	0.5288	-0.9522	6885.
300.	-10.515	12.570	-47.84	0.1062	-0.1464	8856.
250.	-10.734	17.908	-52.69	0.0585	0.0510	10038.
200.	4.947	12.360	-47.55	0.0046	0.0129	11501.
150.	4.436	10.449	-48.82	0.0032	0.0088	13397.
326.00	54.0	0	0	0	0	0
1000.	4.387	-19.251	6.84	4.7147	-0.0726	-131.
950.	5.573	-27.135	3.48	4.2671	-0.1341	288.
925.	5.068	-27.705	1.51	4.2278	-0.1942	504.
900.	4.074	-26.778	0.06	4.1913	-0.2284	724.
850.	3.818	-26.566	-2.52	3.5646	-0.1388	1180.
800.	3.790	-26.672	-4.32	2.8084	0.1658	1660.
700.	-1.042	-21.837	-8.52	2.7325	-0.1585	2704.
600.	-3.602	-9.710	-13.02	2.0273	-0.8446	3890.
500.	-10.717	3.220	-18.45	1.5100	-1.4041	5267.
400.	-12.032	9.336	-30.64	0.5515	-1.1687	6893.
300.	-10.453	8.966	-47.51	0.1130	-0.2726	8865.
250.	-13.150	17.771	-53.06	0.0601	-0.0458	10049.
200.	3.948	13.051	-47.44	0.0046	0.0436	11514.
150.	3.138	11.964	-49.57	0.0032	-0.0026	13409.
327.00	54.0	0	0	0	0	0
1000.	3.582	-20.388	6.34	5.0570	-0.1168	-167.
950.	4.766	-29.090	2.88	4.7221	-0.0050	251.
925.	5.082	-31.064	1.20	4.5211	0.1677	467.
900.	5.040	-32.823	-0.11	4.2645	0.2928	687.
850.	-0.310	-33.678	-1.90	3.9301	0.1042	1143.
800.	-4.583	-27.760	-3.07	3.6493	-0.5581	1624.
700.	-9.211	-11.176	-5.21	3.6545	-1.7064	2679.
600.	-10.559	1.352	-9.02	3.0772	-2.1198	3883.
500.	-13.006	5.212	-18.21	1.5759	-1.9015	5272.
400.	-9.462	8.315	-30.60	0.5619	-0.9870	6899.
300.	-10.943	9.853	-46.79	0.1195	-0.3803	8874.
250.	-12.720	18.826	-52.70	0.0657	-0.0869	10062.
200.	3.085	14.427	-47.32	0.0059	0.0104	11529.
150.	3.071	12.583	-50.39	0.0035	-0.0184	13421.
328.00	54.0	0	0	0	0	0
1000.	2.921	-20.888	8.59	5.6617	-0.1521	-217.
950.	2.434	-28.990	5.71	5.4066	-0.4890	205.
925.	0.328	-29.846	4.14	5.3403	-0.9597	423.
900.	-2.226	-28.831	3.15	5.1481	-1.4347	646.
850.	-9.086	-22.346	2.44	5.3182	-1.9261	1109.
800.	-9.613	-11.976	1.81	5.4775	-1.7816	1599.
700.	-11.668	4.108	-1.33	4.8790	-1.3799	2674.
600.	-13.796	7.519	-8.96	2.9967	-0.9545	3887.
500.	-12.471	7.088	-18.30	1.0283	-0.3873	5274.
400.	-10.073	11.661	-30.04	0.6087	-0.2710	6903.
300.	-11.554	14.273	-45.69	0.1385	-0.2635	8884.
250.	-11.209	18.947	-51.38	0.0327	-0.2162	10079.
200.	1.456	16.687	-47.62	0.0071	0.0264	11543.
150.	3.261	14.988	-50.63	0.0033	-0.0064	13433.
329.00	54.0	0	0	0	0	0
